"Scenario","Replicate","Generations","Length_of_benchmarking_reference","Distance_from_HXB2","Average_pairwise_diversity_of_quasispecies","Assembly","contigs_..._0_bp.","contigs_..._1000_bp.","contigs_..._5000_bp.","contigs_..._10000_bp.","contigs_..._25000_bp.","contigs_..._50000_bp.","Total_length_..._0_bp.","Total_length_..._1000_bp.","Total_length_..._5000_bp.","Total_length_..._10000_bp.","Total_length_..._25000_bp.","Total_length_..._50000_bp.","contigs","Largest_contig","Total_length","Reference_length","GC_...","Reference_GC_...","N50","NG50","L50","LG50","total_reads","left","right","Mapped_...","Reference_mapped_...","Properly_paired_...","Reference_properly_paired_...","Avg_coverage_depth","Reference_avg_coverage_depth","Coverage_.._1x_...","Reference_coverage_.._1x_...","misassemblies","misassembled_contigs","Misassembled_contigs_length","local_misassemblies","scaffold_gap_ext_mis","scaffold_gap_loc_mis","unaligned_mis_contigs","unaligned_contigs","Unaligned_length","Genome_fraction_...","Duplication_ratio","N.s_per_100_kbp","mismatches_per_100_kbp","indels_per_100_kbp","Largest_alignment","Total_aligned_length","NA50","NGA50","LA50","LGA50","ID","total_reads.1","left.1","right.1","mapped","Mapped_....1","properly_paired","Properly_paired_....1","singletons","Singletons_...","misjoint_mates","Misjoint_mates_...","Avg_coverage_depth.1","Coverage_.._1x_....1","Coverage_.._5x_...","Coverage_.._10x_...","reference_mapped","Reference_mapped_....1","reference_properly_paired","Reference_properly_paired_....1","reference_singletons","Reference_singletons_...","reference_misjoint_mates","Reference_misjoint_mates_...","Reference_avg_coverage_depth.1","Reference_coverage_.._1x_....1","Reference_coverage_.._5x_...","Reference_coverage_.._10x_...","Assembly.1","misassemblies.1","contig_misassemblies","c_relocations","c_translocations","c_inversions","scaffold_misassemblies","s_relocations","s_translocations","s_inversions","misassembled_contigs.1","Misassembled_contigs_length.1","local_misassemblies.1","scaffold_gap_ext_mis.1","scaffold_gap_loc_mis.1","unaligned_mis_contigs.1","mismatches","indels","indels_..._5_bp.","indels_.._5_bp.","Indels_length","fully_unaligned_contigs","Fully_unaligned_length","partially_unaligned_contigs","Partially_unaligned_length","N.s","pos_correct","poserr_major","poserr_ltr","poserr_unmapped","poserr_extramapped","Accuracy","Precision","Sensitivity","Specificity","F1score","User_time","System_time","Elapsed_time","MRSS","File_outputs","CPU_percentage"
"V2.22","SIM_A1_lowcov_nocont","replicate2",518,8666,1117,174.761,"viralngs_genome",1,1,1,0,0,0,8613,8613,8613,0,0,0,1,8613,8613,8666,"40.79",40.82,8613,8613,1,1,23383,14500,14500,123.12,123.09,122.23,122.28,499,498,100,99.91,"0","0","0","0","0","0","0","0 + 0 part",0,"99.942","0.999",0,"116.14","116.14","8610","8610","8610","8610","1","1","SIM_A1_lowcov_nocont_replicate2_viralngs_genome",23383,14500,14500,28790,123.12,28580,122.23,210,0.9,0,0,499,100,100,99.99,28812,123.09,28624,122.28,188,0.8,0,0,498,99.91,99.91,99.91,"viralngs_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10","6","4","48",0,0,"0","0",0,28789,0,0,210,1,0.997127,0.984111,0.991,0.997923,0.987544,87.25,5.72," 0;41.44",747852,229280," 224%"
"V2.32","SIM_A1_lowcov_nocont","replicate2",518,8666,1117,174.761,"vpipe_genome",1,1,1,0,0,0,8644,8644,8644,0,0,0,1,8644,8644,8666,"41.2",40.82,8644,8644,1,1,23123,14500,14500,116.37,123.09,108.16,122.28,461,498,98.69,99.91,"0","0","0","0","0","0","0","0 + 0 part",0,"99.942","1.002",0,"1620.56","613.5","8639","8639","8639","8639","1","1","SIM_A1_lowcov_nocont_replicate2_vpipe_genome",23123,14500,14500,26908,116.37,25010,108.16,1898,8.21,0,0,461,98.69,97.54,97.36,28812,123.09,28624,122.28,188,0.8,0,0,498,99.91,99.91,99.91,"vpipe_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","140","53","45","8","151",0,0,"0","0",0,26907,0,0,2092,1,0.986095,0.966066,0.911,0.995845,0.937725,1121.21,166.36," 8;12.82",1183092,13944256," 261%"
"V23","SIM_A1_lowcov_nocont","replicate3",969,8651,1093,316.18,"shiver_genome",1,1,1,0,0,0,8624,8624,8624,0,0,0,1,8624,8624,8651,"40.79",40.77,8624,8624,1,1,23586,14500,14500,122.14,122.06,121.32,121.25,499,498,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"11.6","81.17","8624","8624","8624","8624","1","1","SIM_A1_lowcov_nocont_replicate3_shiver_genome",23586,14500,14500,28807,122.14,28614,121.32,193,0.82,0,0,499,100,99.98,99.92,28807,122.06,28614,121.25,193,0.82,0,0,498,100,99.98,99.92,"shiver_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","7","5","2","27",0,0,"0","0",0,28807,0,0,193,0,0.998158,0.989071,1,0.99779,0.994505,925.17,19.69," 15;28.09",1346548,2091624," 101%"
"V2.13","SIM_A1_lowcov_nocont","replicate3",969,8651,1093,316.18,"smaltalign_genome",1,1,1,0,0,0,8615,8615,8615,0,0,0,1,8615,8615,8651,"40.77",40.77,8615,8615,1,1,23472,14500,14500,119.65,122.06,115.75,121.25,485,498,99.23,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","0.999",0,"406.27","174.11","8615","8615","8615","8615","1","1","SIM_A1_lowcov_nocont_replicate3_smaltalign_genome",23472,14500,14500,28085,119.65,27170,115.75,915,3.9,0,0,485,99.23,99.21,99.15,28807,122.06,28614,121.25,193,0.82,0,0,498,100,99.98,99.92,"smaltalign_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","15","11","4","70",0,0,"0","0",0,28085,0,0,915,0,0.99528,0.988881,0.982735,0.99779,0.985798,109.53,3.03," 0;59.33",1420484,203384," 189%"
"V2.23","SIM_A1_lowcov_nocont","replicate3",969,8651,1093,316.18,"viralngs_genome",1,1,1,0,0,0,8616,8616,8616,0,0,0,1,8616,8616,8651,"40.6",40.77,8616,8616,1,1,23475,14500,14500,119.75,122.06,115.97,121.25,486,498,98.35,100,"0","0","0","0","0","0","0","0 + 0 part",0,"99.907","1",1682.92,"951.72","81.24","8616","8616","8616","8616","1","1","SIM_A1_lowcov_nocont_replicate3_viralngs_genome",23475,14500,14500,28112,119.75,27224,115.97,888,3.78,0,0,486,98.35,98.35,98.35,28807,122.06,28614,121.25,193,0.82,0,0,498,100,99.98,99.92,"viralngs_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","82","7","5","2","27",0,0,"0","0",145,28111,0,0,888,1,0.991366,0.988612,0.959254,0.99779,0.973712,80.13,5.18," 0;36.79",717200,232216," 231%"
"V2.33","SIM_A1_lowcov_nocont","replicate3",969,8651,1093,316.18,"vpipe_genome",1,1,1,0,0,0,8641,8641,8641,0,0,0,1,8641,8641,8651,"41.06",40.77,8641,8641,1,1,23343,14500,14500,115.63,122.06,107.89,121.25,462,498,99.11,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1.002",0,"1527.6","532.35","8641","8641","8641","8641","1","1","SIM_A1_lowcov_nocont_replicate3_vpipe_genome",23343,14500,14500,26992,115.63,25184,107.89,1808,7.75,0,0,462,99.11,97.79,97.73,28807,122.06,28614,121.25,193,0.82,0,0,498,100,99.98,99.92,"vpipe_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","132","46","38","8","138",0,0,"0","0",0,26992,0,0,2008,0,0.985841,0.976276,0.937845,0.995441,0.956675,1194.05,174.95," 8;41.05",1182876,13942288," 262%"
"V24","SIM_A1_lowcov_nocont","replicate4",1400,8660,1266,327.5865,"shiver_genome",1,1,1,0,0,0,8615,8615,8615,0,0,0,1,8615,8615,8660,"40.74",40.71,8615,8615,1,1,23673,14500,14500,121.66,121.62,120.81,120.77,499,498,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"99.965","0.999",0,"104.51","127.73","8612","8612","8612","8612","1","1","SIM_A1_lowcov_nocont_replicate4_shiver_genome",23673,14500,14500,28800,121.66,28600,120.81,200,0.84,0,0,499,100,99.98,99.94,28799,121.62,28598,120.77,201,0.85,0,0,498,100,99.98,99.94,"shiver_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","11","8","3","45",0,0,"0","0",0,28795,0,0,200,5,0.99747,0.984089,0.998386,0.997318,0.991186,873.74,20.81," 14;39.18",1343488,2179664," 101%"
"V2.14","SIM_A1_lowcov_nocont","replicate4",1400,8660,1266,327.5865,"smaltalign_genome",1,1,1,0,0,0,8612,8612,8612,0,0,0,1,8612,8612,8660,"40.58",40.71,8612,8612,1,1,23554,14500,14500,119.26,121.62,115.39,120.77,486,498,99.23,100,"0","0","0","0","0","0","0","0 + 0 part",0,"99.965","0.999",0,"627.25","185.85","8609","8609","8609","8609","1","1","SIM_A1_lowcov_nocont_replicate4_smaltalign_genome",23554,14500,14500,28090,119.26,27180,115.39,910,3.86,0,0,486,99.23,99.21,99.18,28799,121.62,28598,120.77,201,0.85,0,0,498,100,99.98,99.94,"smaltalign_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54","16","13","3","78",0,0,"0","0",0,28082,0,0,910,8,0.99494,0.983023,0.981437,0.997184,0.982229,108.83,2.9," 0;57.07",1420708,201920," 195%"
"V2.24","SIM_A1_lowcov_nocont","replicate4",1400,8660,1266,327.5865,"viralngs_genome",1,1,1,0,0,0,8622,8622,8622,0,0,0,1,8622,8622,8660,"40.74",40.71,8622,8622,1,1,23675,14500,14500,121.65,121.62,120.8,120.77,499,498,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"99.977","1",23.2,"661.1","104.38","8622","8622","8622","8622","1","1","SIM_A1_lowcov_nocont_replicate4_viralngs_genome",23675,14500,14500,28800,121.65,28600,120.8,200,0.84,0,0,499,100,100,99.97,28799,121.62,28598,120.77,201,0.85,0,0,498,100,99.98,99.94,"viralngs_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","57","9","7","2","36",0,0,"0","0",2,28797,0,0,200,3,0.997585,0.986422,0.996772,0.99772,0.99157,83.13,5.33," 0;37.83",727348,231744," 233%"
"V2.34","SIM_A1_lowcov_nocont","replicate4",1400,8660,1266,327.5865,"vpipe_genome",1,1,1,0,0,0,8617,8617,8617,0,0,0,1,8617,8617,8660,"41.05",40.71,8617,8617,1,1,23444,14500,14500,112.63,121.62,103.08,120.77,452,498,98.68,100,"0","0","0","0","0","0","0","0 + 0 part",0,"99.849","1",0,"2033.94","697.35","8604","8604","8604","8604","1","1","SIM_A1_lowcov_nocont_replicate4_vpipe_genome",23444,14500,14500,26406,112.63,24166,103.08,2240,9.55,0,0,452,98.68,98.63,98.57,28799,121.62,28598,120.77,201,0.85,0,0,498,100,99.98,99.94,"vpipe_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","175","60","52","8","193",0,0,"0","0",0,26403,0,0,2594,3,0.983786,0.96843,0.916061,0.995038,0.941518,1296.74,198.05," 9;14.91",1179904,13937360," 269%"
"V25","SIM_A1_lowcov_nocont","replicate5",615,8642,1124,164.6745,"shiver_genome",1,1,1,0,0,0,8624,8624,8624,0,0,0,1,8624,8624,8642,"40.71",40.71,8624,8624,1,1,23434,14500,14500,122.89,122.88,122.04,122.03,500,499,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"11.6","57.98","8624","8624","8624","8624","1","1","SIM_A1_lowcov_nocont_replicate5_shiver_genome",23434,14500,14500,28799,122.89,28598,122.04,201,0.86,0,0,500,100,99.99,99.95,28799,122.88,28598,122.03,201,0.86,0,0,499,100,99.99,99.95,"shiver_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","4","1","18",0,0,"0","0",0,28799,0,0,201,0,0.998734,0.986699,1,0.998603,0.993305,921.02,18.41," 15;31.66",1345684,1689192," 100%"
"V2.15","SIM_A1_lowcov_nocont","replicate5",615,8642,1124,164.6745,"smaltalign_genome",1,1,1,0,0,0,8616,8616,8616,0,0,0,1,8616,8616,8642,"40.74",40.71,8616,8616,1,1,23301,14500,14500,120.72,122.88,116.98,122.03,487,499,99.28,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","0.999",0,"383.01","150.88","8616","8616","8616","8616","1","1","SIM_A1_lowcov_nocont_replicate5_smaltalign_genome",23301,14500,14500,28129,120.72,27258,116.98,871,3.74,0,0,487,99.28,99.27,99.23,28799,122.88,28598,122.03,201,0.86,0,0,499,100,99.99,99.95,"smaltalign_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33","13","10","3","58",0,0,"0","0",0,28129,0,0,871,0,0.995971,0.981504,0.97549,0.998095,0.978488,93.8,3.11," 0;46.02",1420516,196536," 210%"
"V2.25","SIM_A1_lowcov_nocont","replicate5",615,8642,1124,164.6745,"viralngs_genome",1,1,1,0,0,0,8623,8623,8623,0,0,0,1,8623,8623,8642,"40.74",40.71,8623,8623,1,1,23434,14500,14500,122.89,122.88,122.03,122.03,500,499,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"99.988","1",0,"371.1","57.98","8623","8623","8623","8623","1","1","SIM_A1_lowcov_nocont_replicate5_viralngs_genome",23434,14500,14500,28798,122.89,28596,122.03,202,0.86,0,0,500,100,100,99.97,28799,122.88,28598,122.03,201,0.86,0,0,499,100,99.99,99.95,"viralngs_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32","5","4","1","18",0,0,"0","0",0,28798,0,0,202,0,0.998619,0.986683,0.998775,0.998603,0.992692,87.1,5.26," 0;39.29",734968,226640," 235%"
"V2.35","SIM_A1_lowcov_nocont","replicate5",615,8642,1124,164.6745,"vpipe_genome",1,1,1,0,0,0,8635,8635,8635,0,0,0,1,8635,8635,8642,"41.08",40.71,8635,8635,1,1,23249,14500,14500,116.65,122.88,109.23,122.03,465,499,98.77,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1.002",0,"1482.34","579.04","8635","8635","8635","8635","1","1","SIM_A1_lowcov_nocont_replicate5_vpipe_genome",23249,14500,14500,27119,116.65,25394,109.23,1725,7.42,0,0,465,98.77,97.45,97.42,28799,122.88,28598,122.03,201,0.86,0,0,499,100,99.99,99.95,"vpipe_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","128","50","42","8","145",0,0,"0","0",0,27119,0,0,1881,0,0.988029,0.96114,0.909314,0.996189,0.934509,1078.7,151.94," 8;06.13",1182076,13944608," 253%"
"V26","SIM_A1_lowcov_nocont","replicate6",161,8648,1092,58.39172,"shiver_genome",1,1,1,0,0,0,8624,8624,8624,0,0,0,1,8624,8624,8648,"40.79",40.79,8624,8624,1,1,23267,14500,14500,123.85,123.79,123.06,122.99,500,500,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"0","69.57","8624","8624","8624","8624","1","1","SIM_A1_lowcov_nocont_replicate6_shiver_genome",23267,14500,14500,28816,123.85,28632,123.06,184,0.79,0,0,500,100,99.99,99.97,28816,123.79,28632,122.99,184,0.79,0,0,500,100,99.99,99.97,"shiver_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","4","2","24",0,0,"0","0",0,28816,0,0,184,0,0.99885,0.980159,1,0.99878,0.98998,649.83,14.83," 11;01.40",1370000,664624," 100%"
"V2.16","SIM_A1_lowcov_nocont","replicate6",161,8648,1092,58.39172,"smaltalign_genome",1,1,1,0,0,0,8615,8615,8615,0,0,0,1,8615,8615,8648,"40.88",40.79,8615,8615,1,1,23132,14500,14500,121.44,123.79,117.52,122.99,486,500,99.23,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","0.999",0,"499.13","174.11","8615","8615","8615","8615","1","1","SIM_A1_lowcov_nocont_replicate6_smaltalign_genome",23132,14500,14500,28092,121.44,27184,117.52,908,3.93,0,0,486,99.23,99.22,99.2,28816,123.79,28632,122.99,184,0.79,0,0,500,100,99.99,99.97,"smaltalign_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43","15","11","4","65",0,0,"0","0",0,28092,0,0,908,0,0.996089,0.969388,0.961538,0.998171,0.965447,84.56,2.95," 0;39.75",1420464,192656," 220%"
